Title,Hammer_Price,Low_Estimate_price,High_Estimate_price,Signature,created_date,Medium,Auction_Lot,Auction_House,Auction_Date,sold_status,height,width
Landscape with two washer women,14000,8000,12000,Signed Initials,nogiven,Watercolor and pencil / Paper,179a,Doyle New York,"11/30/2005
                ",sold,35.56,22.86
Le laboureur,36800,44160,51520,Signed,1865,Oil / Panel,36,Muizon & Le Coent,"11/27/2005
                ",sold,25.0,17.0
Projet d'eventail,6770,2943,4415,Signed Monogram,nogiven,Gouache,41,Daguerre,"11/23/2005
                ",sold,21.0,31.0
"LA ROUTE D'AUVERS, PONTOISE",464000,400000,600000,Signed Lower Left,1879,Oil / Canvas,145,Sotheby's New York,"11/03/2005
                ",sold,46.05,38.43
PERSONNAGES DANS LA CAMPAGNE,42000,20000,30000,Stamped,nogiven,Watercolor and pencil / Paper,157,Sotheby's New York,"11/03/2005
                ",sold,29.21,22.86
"PETIT PONT SUR LA VIOSNE, OSNY",1696000,1000000,1500000,Signed and Dated,1883,Oil / Canvas,7,Sotheby's New York,"11/02/2005
                ",sold,65.74,54.61
LA MERE GASPARD,520000,600000,800000,Signed and Dated,1876,Oil / Canvas,19,Sotheby's New York,"11/02/2005
                ",sold,45.72,55.58
"SOLEIL COUCHANT, AUTOMNE ERAGNY",1472000,800000,1200000,Signed and Dated,1900,Oil / Canvas,46,Sotheby's New York,"11/02/2005
                ",sold,65.41,54.31
"LA CÔTE DES GROUETTES, PONTOISE, TEMPS GRIS",800000,700000,1000000,Signed and Dated,1875,Oil / Canvas,53,Sotheby's New York,"11/02/2005
                ",sold,65.1,53.67
"LE LOUVRE, SOLEIL D'HIVER, MATIN, 2E SÉRIE",1192000,800000,1200000,Signed and Dated,1901,Oil / Canvas,56,Sotheby's New York,"11/02/2005
                ",sold,92.08,73.99
"Paysage, la moisson, Pontoise",5168000,4000000,6000000,Signed and Dated,1873,Oil / Canvas,8,"Christie's New York, Rockefeller Center","11/01/2005
                ",sold,80.98,64.77
L'enfant au tambour,1024000,900000,1400000,Signed and Dated,1877,Oil / Canvas,19,"Christie's New York, Rockefeller Center","11/01/2005
                ",sold,46.05,55.58
Eragney,7940,8270,11580,Stamped,nogiven,Watercolor / Paper,55,"Christie's London, South Kensington","10/27/2005
                ",sold,30.0,24.0
"PAYSAGE DE MONTAGNE À SAINT-THOMAS, ANTILLES",62070,49940,62430,Unavailable,nogiven,Oil / Canvas,15,"Sotheby's London, Olympia","10/26/2005
                ",sold,34.9,27.2
LAVANDIÈRE AU BORD DE LA RIVIÈRE,32110,26760,35670,Unavailable,nogiven,Oil / Paper,18,"Sotheby's London, Olympia","10/26/2005
                ",sold,16.0,23.5
"Flower market on Quai de l'Horloge, Paris",29440,0,11480,Signed,1896,Watercolor and pencil / Board,447,Arno Winterberg,"10/21/2005
                ",sold,8.0,10.0
Path through an autumn wood,11000,12000,18000,Signed Initials,nogiven,Watercolor / Paper,449,"Skinner Inc, Marlborough","09/16/2005
                ",sold,30.48,22.86
Histoire de la petite mangeuse de pommes,1619,0,0,Stamped,nogiven,Watercolor / Paper,152,E & Eve,"06/27/2005
                ",sold,17.0,17.0
"La meule de foin, soir Eragny",36390,19850,29770,Inscribed and Signed,1889,Watercolor / Paper,328,"Christie's London, King Street","06/23/2005
                ",sold,29.0,22.0
Eragny soir,18190,16540,24810,Inscribed and Signed,1890,Watercolor / Paper,329,"Christie's London, King Street","06/23/2005
                ",sold,29.0,22.0
Paysage au Valhermeil,128980,74640,104500,Stamped,1878,Oil / Canvas,118,"Christie's London, King Street","06/22/2005
                ",sold,55.0,38.0
"Paysanne gardant des oies, Eragny",1537110,605160,907740,Signed and Dated,1890,Oil / Canvas,4,"Christie's London, King Street","06/21/2005
                ",sold,54.8,46.0
Paysanne se chauffant,1282940,1210320,1815480,Signed and Dated,1883,Oil / Canvas,14,"Christie's London, King Street","06/21/2005
                ",sold,60.0,73.2
PORTRAIT DE FÉLICIE VELLAY ESTRUC,131270,109390,164090,Signed,1874,Pastel / Paper,117,"Sotheby's London, New Bond Street","06/21/2005
                ",sold,29.0,46.0
VUE D'ERAGNY,175030,182320,273480,Stamped,1895,Oil / Canvas,322,"Sotheby's London, New Bond Street","06/21/2005
                ",sold,65.4,54.6
"LE PARC AUX CHARRETTES, PONTOISE",2064240,2196000,2928000,Signed Lower Left,1878,Oil / Canvas,16,"Sotheby's London, New Bond Street","06/20/2005
                ",sold,54.0,65.0
Le Pont et l'imprimerie à Moret,408000,250000,350000,Signed and Dated,1902,Oil / Canvas,229,"Christie's New York, Rockefeller Center","05/05/2005
                ",sold,41.28,33.35
Paysage a Melleray,390000,300000,400000,Signed and Dated,1881,Gouache / Paper on board,2,"Christie's New York, Rockefeller Center","05/04/2005
                ",sold,45.72,35.56
LE PRE A ERAGNY,912000,600000,800000,Signed and Dated,1885,Oil / Canvas,14,Sotheby's New York,"05/03/2005
                ",sold,55.25,45.72
PAYSAGE AVEC UNE VACHERE,0,600000,800000,Signed Lower Right,CIRC1872,Oil / Canvas,42,Sotheby's New York,"05/03/2005
                ",sold,46.36,33.02
"INONDATION, EFFET BLANC, ERAGNY",0,600000,800000,Signed and Dated,1893,Oil / Canvas,53,Sotheby's New York,"05/03/2005
                ",sold,64.14,53.98
Paysage,14890,8270,11580,Signed Initials,nogiven,Pastel / Paper,363,"Christie's London, South Kensington","04/07/2005
                ",sold,22.0,16.0
"Hampton Court, London",99230,49620,66160,Inscribed and Signed,1890,Watercolor and pencil / Paper,560,"Christie's London, King Street","02/10/2005
                ",sold,25.0,18.0
PAYSANNE TRICOTANT,0,259690,333880,Inscribed and Signed,1880-83,Gouache / Paper,241,"Sotheby's London, New Bond Street","02/09/2005
                ",sold,36.0,53.5
FEMME TIRANT SON BAS,200330,148390,222590,Signed Lower Right,1895,Oil / Canvas,405,"Sotheby's London, New Bond Street","02/09/2005
                ",sold,46.0,38.0
"PAYSAGE DE MONTAGNE À SAINT-THOMAS, ANTILLES",0,74200,111290,Unavailable,1854-55,Oil / Canvas,410,"Sotheby's London, New Bond Street","02/09/2005
                ",sold,34.9,27.2
"VILLAGE AU PIED D'UNE COLLINE À SAINT-THOMAS, ANTILLES",100160,92750,129840,Unavailable,1854-55,Oil / Canvas,411,"Sotheby's London, New Bond Street","02/09/2005
                ",sold,30.7,24.0
LAVANDIÈRE AU BORD DE LA RIVIÈRE,0,46370,64920,Unavailable,1850's,Oil / Paper,413,"Sotheby's London, New Bond Street","02/09/2005
                ",sold,16.0,23.5
"PAYSAGE AVEC MAISON EN BOIS À SAINT-THOMAS, ANTILLES",122420,111290,148390,Unavailable,1854-55,Oil / Canvas,414,"Sotheby's London, New Bond Street","02/09/2005
                ",sold,31.5,24.2
VACHEUR DANS UN PRÉ À ERAGNY,0,222590,278240,Signed Lower Left,1890,Oil / Canvas,430,"Sotheby's London, New Bond Street","02/09/2005
                ",sold,46.5,38.0
"LE CARROUSEL, MATIN D'AUTOMNE",3239310,928700,1300180,Signed and Dated,1899,Oil / Canvas,32,"Sotheby's London, New Bond Street","02/08/2005
                ",sold,92.5,73.4
"Brouillard à l'Hermitage, Pontoise",not communicated,268700,358270,Signed and Dated,1879,Oil / Canvas,213,"Christie's London, King Street","02/08/2005
                ",sold,54.6,45.0
"L'allée de pommiers près d'Osny, Pontoise",not communicated,746,1194,Signed and Dated,1874,Oil / Canvas,8,"Christie's London, King Street","02/07/2005
                ",sold,73.0,54.0
Interior of a hut with a hammock and an Indian mother with her two children. Palm trees,40000,10000,15000,Inscribed,1854,Watercolor / Paper,241,"Christie's New York, Rockefeller Center","01/25/2005
                ",sold,20.32,25.4
Group of palm trees. Extensive mountainous landscape,15000,10000,15000,Inscribed,nogiven,Watercolor / Paper,247,"Christie's New York, Rockefeller Center","01/25/2005
                ",sold,20.32,25.4
Two men playing the guitar in an interior. Group of men on a hilltop and other studies,30000,10000,15000,Inscribed,nogiven,Watercolor / Paper,258,"Christie's New York, Rockefeller Center","01/25/2005
                ",sold,25.4,20.32
FEMME ECRIVANT,0,25000,35000,Signed Monogram,nogiven,Oil / Canvas,3,Sotheby's New York,"01/19/2005
                ",sold,16.51,10.8
Au parc,20000,30000,40000,Signed Initials,1882,Watercolor and pencil / Paper,105,Sotheby's New York,"11/05/2004
                ",sold,20.32,15.24
Paysage,22500,15000,25000,Signed and Dated,1890,Watercolor / Paper,144,Sotheby's New York,"11/05/2004
                ",sold,17.78,15.24
Gisors,24000,25000,35000,Inscribed and Signed,1890,Watercolor / Paper,101,"Christie's New York, Rockefeller Center","11/04/2004
                ",sold,17.78,12.7
Chatillon-sur-Seine,20000,12000,18000,Stamped,nogiven,Watercolor / Paper,112,"Christie's New York, Rockefeller Center","11/04/2004
                ",sold,22.86,15.24
"Coucher de soleil, Bazincourt",325510,149280,223920,Signed and Dated,1892,Oil / Canvas,105,"Christie's London, King Street","06/23/2004
                ",sold,55.0,38.0
"Le repos des moissonneurs, Montfoucault",977560,522480,671760,Signed and Dated,1875,Oil / Canvas,7,"Christie's London, King Street","06/22/2004
                ",sold,55.0,45.7
Pere Melon fendant du bois,350000,380000,450000,Signed and Dated,1980,Gouache / Linen,122,Sotheby's New York,"05/06/2004
                ",sold,25.4,33.02
Cavia - Eragny,37500,15000,20000,Inscribed and Signed,1886,Watercolor / Paper,227,Sotheby's New York,"05/06/2004
                ",sold,22.86,15.24
"POMMES EN FLEURS, TEMPS GRIS, ERAGNY",1128000,900000,1200000,Signed and Dated,1897,Oil / Canvas,10,Sotheby's New York,"05/05/2004
                ",sold,73.0,60.3
Paysanne assise,75000,40000,60000,Signed,nogiven,Watercolor / Paper,104,"Christie's New York, Rockefeller Center","05/05/2004
                ",sold,33.02,45.72
Gardeuse d'oies,198470,248090,413480,Signed and Dated,1890,Gouache / Silk,316,"Christie's London, King Street","02/05/2004
                ",sold,59.0,29.0
LA SEINE A ROUEN,0,110260,147020,Signed Lower Left,1901,Oil / Panel,206,"Sotheby's London, New Bond Street","02/04/2004
                ",sold,23.7,13.5
BROUILLARD A ERAGNY,257280,128640,165390,Stamped,1890s,Oil / Canvas,218,"Sotheby's London, New Bond Street","02/04/2004
                ",sold,41.4,33.5
Portrait d'Eugenie Estruc,52920,57890,74430,Signed and Dated,1876,Pastel / Paper,422,"Sotheby's London, New Bond Street","02/04/2004
                ",sold,24.0,32.0
Gardienne d'oie,281160,198470,264620,Signed,nogiven,Gouache / Canvas,1,"Christie's London, King Street","02/02/2004
                ",sold,21.0,27.0
Les coteaux et les collines autour d'Eragny,14720,7360,10300,Signed,1890,Pastel / Paper,4,Claude Aguttes,"12/16/2003
                ",sold,30.0,22.0
Vachere,50000,50000,70000,Signed,nogiven,Gouache,136,Sotheby's New York,"11/06/2003
                ",sold,30.48,25.4
"Paysannes causant, soleil couchant, Eragny",300000,300000,400000,Signed and Dated,1892,Gouache / Board,1,"Christie's New York, Rockefeller Center","11/04/2003
                ",sold,12.7,20.32
Landscape,9100,6620,9920,Stamped,1870,Pastel / Paper,9,"Sotheby's London, Olympia","10/22/2003
                ",sold,20.0,12.0
"Femme etendant du linge, Eragny",132310,115770,165390,Signed and Dated,1890,Watercolor and pencil / Paper,361,"Christie's London, King Street","06/26/2003
                ",sold,16.0,24.0
Les gardeuses de vaches,231550,231550,297700,Signed and Dated,1883,Watercolor / Paper,47,"Christie's London, King Street","06/24/2003
                ",sold,23.0,30.0
Paysage avec troupeau de Mountons et meules,52920,24810,33080,Signed,1863,Oil / Panel,106,"Sotheby's London, New Bond Street","06/24/2003
                ",sold,18.0,10.0
"La vachere, matin, soleil",90960,66160,99230,Signed and Dated,1887,Gouache,217,"Sotheby's London, New Bond Street","06/24/2003
                ",sold,27.0,20.0
Paysage d'hiver a Eragny,206070,0,0,Signed and Dated,1895,Pastel / Paper,27,Millon & Associes,"06/19/2003
                ",sold,65.0,53.0
Jeune paysanne a sa toilette,350000,350000,450000,Signed and Dated,1888,Gouache / Linen,140,"Christie's New York, Rockefeller Center","05/08/2003
                ",sold,25.4,33.02
"All Saints' Church, Beulah Hill",16540,9920,13230,Signed Initials,1870,Watercolor and pencil / Paper,3,"Sotheby's London, Olympia","03/20/2003
                ",sold,21.0,16.0
Etude de Rachel etendue sur un lit,3800,0,0,Stamped,1888,Watercolor / Paper,17,"Christie's New York, Rockefeller Center","02/27/2003
                ",sold,15.24,10.16
Recolte en Bretagne,16190,0,22080,Signed Monogram,nogiven,Watercolor / Paper,108,Digard,"12/18/2002
                ",sold,20.0,12.0
"Chelsea, Londres",28000,15000,20000,Inscribed,1890,Watercolor and pencil / Paper on board,156,"Christie's New York, Rockefeller Center","11/07/2002
                ",sold,12.7,17.78
La gardeuse de vache,205000,250000,350000,Inscribed and Signed,1874,Oil / Canvas,211,"Christie's New York, Rockefeller Center","11/07/2002
                ",sold,40.64,33.02
Portrait de Monsieur Louis Estruc,175000,120000,180000,Signed,1874,Pastel / Canvas,107,Sotheby's New York,"11/06/2002
                ",sold,38.1,45.72
Bords de l'oise,220000,250000,350000,Signed and Dated,1890,Gouache / Board,119,Sotheby's New York,"11/06/2002
                ",sold,63.5,30.48
Paysage a Saint Charles,57500,50000,70000,Signed,nogiven,Pastel / Canvas on board,120,Sotheby's New York,"11/06/2002
                ",sold,17.78,27.94
Paysanne et enfant,23150,16540,24810,Signed Initials,1890,Watercolor / Paper,124,"Sotheby's London, New Bond Street","10/22/2002
                ",sold,17.0,21.0
Paysan,16930,2207,3238,Signed Initials,1880,Watercolor / Paper,4,Christie's Paris,"09/28/2002
                ",sold,18.0,23.0
Baigneuses assises au bord d'une riviere,132310,82700,115770,Signed and Dated,1901,Gouache / Board,113,"Sotheby's London, New Bond Street","06/25/2002
                ",sold,26.0,19.0
Deux paysannes assises au bord de chemin,242860,147190,176630,Signed,1880,Pastel / Paper,15,Claude Aguttes,"06/18/2002
                ",sold,52.0,41.0
Scene de marche,26490,22080,26490,Signed Monogram,nogiven,Watercolor and ink / Paper,2,"Tajan, Paris","06/12/2002
                ",sold,17.0,22.0
Etude pour la moisson,39740,44160,51520,Signed and Dated,1876,Pastel / Paper,387,Kunsthaus Lempertz,"06/04/2002
                ",sold,25.0,20.0
Le marche,520000,400000,600000,Signed,1883,Gouache,16,Sotheby's New York,"05/08/2002
                ",sold,22.86,30.48
Mere et enfant,18400,0,22080,Signed Initials,nogiven,Watercolor / Paper,203,Piasa,"03/22/2002
                ",sold,16.0,20.0
Paysage a Eragny,16000,8000,12000,Stamped,nogiven,Watercolor / Paper,3,Sotheby's New York,"02/21/2002
                ",sold,22.86,12.7
Petite gardeuse d'oies,132310,132310,165390,Signed and Dated,1886,Gouache / Silk,10,"Sotheby's London, New Bond Street","02/05/2002
                ",sold,36.0,26.0
Pere Melon fendant du bois,290400,171600,198000,Signed and Dated,1880,Gouache / Linen,9,Piasa,"12/14/2001
                ",sold,21.0,32.0
Le marche aux grains,18990,11390,13930,Signed Monogram,1880,Watercolor / Paper,62,"Dorotheum, Vienna","12/04/2001
                ",sold,13.0,18.0
Femme au petrin,24000,20000,30000,Signed,nogiven,Watercolor / Paper,124,Sotheby's New York,"11/08/2001
                ",sold,22.86,22.86
Paysage a Bazincourt,30000,30000,40000,Inscribed,1890,Watercolor and pencil / Paper,406,"Christie's New York, Rockefeller Center","11/07/2001
                ",sold,23.0,29.0
Ludgate Hill,35000,18000,25000,Stamped,nogiven,Watercolor and pencil / Paper,407,"Christie's New York, Rockefeller Center","11/07/2001
                ",sold,14.0,18.0
L'eglise de Knokke,13000,15000,20000,Stamped,1894,Watercolor / Paper,413,"Christie's New York, Rockefeller Center","11/07/2001
                ",sold,22.0,29.0
Paysage,16540,19850,24810,Signed and Dated,1890,Watercolor / Paper,101,"Sotheby's London, New Bond Street","10/23/2001
                ",sold,25.0,18.0
Arbres dans la campagne,7440,0,0,Signed Initials,nogiven,Watercolor and pencil / Paper,115,"Sotheby's London, New Bond Street","10/23/2001
                ",sold,23.0,13.0
Landscape with trees,3500,5000,7000,Signed Initials,nogiven,Watercolor / Paper,313,Sloan's Bethesda,"09/10/2001
                ",sold,22.86,12.7
Le marche a Pontoise ou Gisors,13200,13200,19800,Signed Initials,nogiven,Watercolor and ink / Paper,145,Marc Arthur Kohn,"08/16/2001
                ",sold,17.0,21.0
Maison sur la falaise,29770,29770,39690,Signed Monogram,1883,Gouache,405,"Christie's London, King Street","06/28/2001
                ",sold,16.0,25.0
Jeune femme nouant ses cheveux,21500,24810,33080,Signed Monogram,nogiven,Gouache,414,"Christie's London, King Street","06/28/2001
                ",sold,21.0,31.0
Paysanne assise croquant une pomme,57890,74430,107500,Signed Monogram,1886,Pastel / Paper,415,"Christie's London, King Street","06/28/2001
                ",sold,62.0,48.0
Bateaux a quai,26460,14890,19850,Signed,nogiven,Watercolor / Paper,101,"Sotheby's London, New Bond Street","06/27/2001
                ",sold,18.0,13.0
Le pere melon allumant sa pipe,297700,363860,463090,Signed,1879,Pastel / Paper,3,"Christie's London, King Street","06/25/2001
                ",sold,46.0,56.0
"Market day, possibly Dieppe",9910,4371,5100,Signed Initials,nogiven,Watercolor / Paper,287,Bukowski Stockholm,"05/29/2001
                ",sold,12.0,16.0
Pontoise,12000,7000,10000,Signed Initials,1882,Watercolor / Board,101,Grogan & Company,"05/21/2001
                ",sold,33.02,20.32
Le labour a Eragny,160000,180000,220000,Stamped,1886,Oil / Panel,320,"Christie's New York, Rockefeller Center","05/10/2001
                ",sold,22.86,15.24
Jardin a Eragny,140000,120000,160000,Signed Initials,1899,Oil / Panel,322,"Christie's New York, Rockefeller Center","05/10/2001
                ",sold,22.86,15.24
"La marchande de marrons, foire de la St. Martin, Pontoise",580000,500000,700000,Signed and Dated,1881,Gouache / Board,13,"Christie's New York, Rockefeller Center","05/09/2001
                ",sold,48.26,38.1
Etude pour bords de la Marne en hiver,35000,40000,60000,Signed,1866,Oil / Board,326,Sotheby's New York,"05/09/2001
                ",sold,30.48,22.86
Le meulon,10750,2480,3307,Signed Initials,nogiven,Watercolor / Paper,302,"Christie's London, South Kensington","04/06/2001
                ",sold,15.0,8.0
Ramasseurs de pissenlits,10750,4134,5790,Signed Initials,nogiven,Watercolor / Paper,303,"Christie's London, South Kensington","04/06/2001
                ",sold,15.0,9.0
Landscape with chateau,800,0,0,Stamped,nogiven,Watercolor / Paper,504,"William Jenack Auctioneers, Inc","02/18/2001
                ",sold,27.94,17.78
"La gardeuse d'oies, la mare aux canards",380400,82700,115770,Signed,1890,Gouache / Linen,1,"Christie's London, King Street","02/06/2001
                ",sold,18.0,23.0
Gardeuse d'oies allongee,61190,49620,66160,Signed,nogiven,Watercolor / Paper,102,"Sotheby's London, New Bond Street","02/06/2001
                ",sold,30.0,23.0
Bacchanale,8250,0,0,Signed Monogram,nogiven,Gouache,83a,Chenu & Scrive,"12/17/2000
                ",sold,19.0,13.0
"Chaumieres a Auvers, pres de Pontoise",1750000,700000,900000,Signed and Dated,1879,Gouache / Canvas,2,Sotheby's New York,"11/09/2000
                ",sold,73.66,60.96
Paysage a Eragny,20000,20000,30000,Inscribed and Signed,1890,Watercolor / Paper,401,"Christie's New York, Rockefeller Center","11/09/2000
                ",sold,22.86,15.24
La fenaison,85000,70000,90000,Signed,nogiven,Gouache / Board,415,"Christie's New York, Rockefeller Center","11/09/2000
                ",sold,30.48,43.18
Route de Versailles à Saint-Germain à Louveciennes,1326000,1500000,2000000,Signed and Dated,1872,Oil / Canvas,32,"Christie's New York, Rockefeller Center","11/08/2000
                ",sold,45.72,31.75
"Les Toits rouges, printemps",13230,13230,19850,Stamped,1878,Pastel / Paper,3,"Sotheby's London, New Bond Street","10/25/2000
                ",sold,32.0,23.0
"Une rue a l'Hermitage, Pontoise. La route",52920,57890,74430,Signed Initials,1874,Pastel / Paper,521,"Christie's London, King Street","06/29/2000
                ",sold,40.0,28.0
Femme portant un enfant dans un jardin,132310,124040,157120,Signed and Dated,1887,Watercolor and pencil / Paper,524,"Christie's London, King Street","06/29/2000
                ",sold,29.0,57.0
Les cordonniers,363860,297700,430010,Signed,1878,Pastel / Paper,525,"Christie's London, King Street","06/29/2000
                ",sold,48.0,62.0
Bord de riviere avec peniche,41350,41350,57890,Signed,1864,Oil / Panel,143,"Christie's London, King Street","06/27/2000
                ",sold,18.0,10.0
Vieille et vieux paysans,8580,3960,5280,Signed Initials,nogiven,Watercolor / Paper,1,"Tajan, Paris","06/22/2000
                ",sold,8.0,14.0
Esquisse prise d'un Hotel sur la rue avec figures,19350,0,5810,Stamped,nogiven,Watercolor / Paper,860,Galerie Kornfeld and Cie,"06/22/2000
                ",sold,23.0,18.0
Coucher de soleil,24460,18120,27180,Signed,1870,Pastel / Paper,132,Grisebach,"05/27/2000
                ",sold,27.0,18.0
"Les carrieres du chou, Pontoise",15860,0,15860,Signed,1882,Watercolor and pencil / Paper,243,"Neumeister Kunstauktionen, Munich","05/18/2000
                ",sold,14.0,13.0
Blanchisseuse a Eragny,400000,300000,500000,Signed and Dated,1887,Gouache,1,Sotheby's New York,"05/10/2000
                ",sold,45.72,55.88
"Portrait de Ludovic Rodo, fils de l'artiste",28000,28000,35000,Stamped,nogiven,Watercolor and pencil / Paper,302,"Christie's New York, Rockefeller Center","05/09/2000
                ",sold,17.78,25.4
Le port de Rouen,42000,30000,40000,Signed Initials,1896,Watercolor / Paper,303,"Christie's New York, Rockefeller Center","05/09/2000
                ",sold,25.4,17.78
La gardeuse d'oies,82000,50000,70000,Signed and Dated,1890,Gouache / Board,307,"Christie's New York, Rockefeller Center","05/09/2000
                ",sold,17.78,22.86
Paysanne assise et tricotant,270000,80000,100000,Signed and Dated,1883,Gouache / Board,314,"Christie's New York, Rockefeller Center","05/09/2000
                ",sold,30.48,48.26
Untitled,7500,4000,6000,Signed,nogiven,Watercolor and pencil / Paper,3,"Christie's New York, ""East""","05/08/2000
                ",sold,17.78,12.7
"Paysage a Saint Charles, Gisors",18480,10560,13200,Signed Monogram,1882,Watercolor and pencil / Paper,171,Piasa,"03/31/2000
                ",sold,20.0,16.0
Troyes,13000,7000,9000,Signed Initials,nogiven,Watercolor and pencil / Paper,6,Sotheby's New York,"02/23/2000
                ",sold,22.86,15.24
Cuban scenes,9500,12000,18000,Signed Initials,nogiven,Watercolor and pencil / Paper,7,Sotheby's New York,"02/23/2000
                ",sold,22.86,27.94
"Portrait du peintre Ludovic Piette, avec un chapeau rond",314240,132310,198470,Signed,1874,Pastel / Paper,522,"Christie's London, King Street","12/09/1999
                ",sold,29.0,43.0
"La marchande de potirons, Pontoise",90960,41350,57890,Signed and Dated,nogiven,Gouache / Linen,115,"Christie's London, King Street","12/07/1999
                ",sold,13.0,18.0
Pont de l'Arche,10870,0,8150,Stamped,1885,Watercolor and pencil / Paper,1333,Hauswedell & Nolte,"12/04/1999
                ",sold,23.0,14.0
Saules aux ruisseau,13590,0,6800,Stamped,1890,Watercolor / Paper,1334,Hauswedell & Nolte,"12/04/1999
                ",sold,29.0,23.0
Landscape,8000,8000,10000,Signed Initials,nogiven,Watercolor and pencil / Paper on board,4,"Christie's New York, ""East""","11/10/1999
                ",sold,15.24,17.78
La recolte des pommes de terre,140000,180000,250000,Signed and Dated,1885,Gouache / Board,407,"Christie's New York, Rockefeller Center","11/09/1999
                ",sold,20.32,20.32
Paysage a Eragny,32000,20000,25000,Inscribed and Signed,1890,Watercolor and pencil / Paper,418,"Christie's New York, Rockefeller Center","11/09/1999
                ",sold,25.4,17.78
Paysannes ramassant de l'herbe,140000,140000,180000,Signed and Dated,1883,Gouache / Paper on board,419,"Christie's New York, Rockefeller Center","11/09/1999
                ",sold,22.86,27.94
Paysage,12000,20000,30000,Stamped,nogiven,Watercolor / Paper,9,Sotheby's New York,"09/30/1999
                ",sold,15.24,22.86
Eragny,8000,0,0,Inscribed and Signed,1890,Watercolor / Paper,15,Sotheby's New York,"09/30/1999
                ",sold,27.94,22.86
Les coteaux de Thierceville,41350,29770,39690,Signed,1889,Pastel / Linen,818,"Christie's London, King Street","07/01/1999
                ",sold,30.0,20.0
La laveuse,148850,165390,248090,Signed,1898,Oil / Canvas on board,161,"Christie's London, King Street","06/30/1999
                ",sold,21.0,27.0
Le sieste aux champ,297700,264620,330780,Signed and Dated,1893,Gouache / Board,13,"Christie's London, King Street","06/29/1999
                ",sold,67.0,33.0
Paysage,8270,9920,13230,Stamped,1890,Watercolor / Paper,238,"Sotheby's London, New Bond Street","06/29/1999
                ",sold,24.0,16.0
Femme assise croquant une pomme,62850,82700,115770,Signed Initials,1886,Pastel / Paper,241,"Sotheby's London, New Bond Street","06/29/1999
                ",sold,62.0,48.0
La village d'Eragny-sur-Epte,21290,0,19350,Inscribed and Signed,1890,Watercolor and pencil / Paper,134,Galerie Kornfeld and Cie,"06/25/1999
                ",sold,25.0,20.0
La recolte des pommes de terre,136230,58280,72850,Signed and Dated,1885,Gouache / Cardboard,303,Bukowski Stockholm,"05/26/1999
                ",sold,21.0,22.0
La vie aux champs,105000,80000,120000,Signed,1879,Gouache / Paper,307,"Christie's New York, Rockefeller Center","05/13/1999
                ",sold,53.34,25.4
Paysannes assises gardant des vaches,230000,250000,350000,Signed and Dated,1886,Gouache / Linen,235,Sotheby's New York,"05/12/1999
                ",sold,38.1,27.94
Paysage a Pontoise,130000,80000,100000,Signed,1882,Pastel / Linen,237,Sotheby's New York,"05/12/1999
                ",sold,43.18,35.56
Deux laveuses,3638,1653,2480,Signed Initials,nogiven,Watercolor and pencil / Paper,202,"Sotheby's London, New Bond Street","03/24/1999
                ",sold,16.0,20.0
Figures on beach,9100,8270,11580,Unavailable,nogiven,Pastel / Paper,17,"Christie's London, South Kensington","03/18/1999
                ",sold,18.0,13.0
Paysage,12000,20000,30000,Stamped,nogiven,Watercolor / Paper,7,Sotheby's New York,"02/17/1999
                ",sold,25.4,10.16
Pruniers en fleurs,181930,198470,264620,Signed and Dated,1890,Gouache / Board,4,"Christie's London, King Street","12/08/1998
                ",sold,36.0,29.0
Bergere et moutons,578870,578870,744260,Signed and Dated,1887,Gouache,11,"Christie's London, King Street","12/08/1998
                ",sold,54.0,65.0
"Marche a la Volaille, Gisors",16540,11580,14890,Signed Initials,1889,Watercolor / Paper,302a,"Sotheby's London, New Bond Street","12/08/1998
                ",sold,16.0,20.0
"Gardeuse de vache, Cote des Grouettes, Pontoise",240000,300000,400000,Signed and Dated,1882,Gouache / Board,232,"Christie's New York, Rockefeller Center","11/19/1998
                ",sold,38.1,45.72
Le marche,35000,40000,60000,Signed,nogiven,Watercolor / Paper,204,Sotheby's New York,"11/17/1998
                ",sold,22.86,27.94
"Femme revaudant des bas, Madame Pissarro",30000,20000,25000,Signed and Dated,1890,Watercolor / Paper,9,J.C. Naon & Company,"11/04/1998
                ",sold,22.0,28.0
Deux paysannes,21000,18000,22000,Signed Initials,nogiven,Watercolor / Paper,90,Sotheby's Tel Aviv,"10/08/1998
                ",sold,17.0,21.0
Paysage du Midi,2500,4000,6000,Signed Initials,nogiven,Watercolor / Paper,1292,Frank H Boos Gallery,"08/11/1998
                ",sold,20.32,10.16
Le labour a Eragny,215010,132310,198470,Stamped,1886,Oil / Panel,141,"Christie's London, King Street","06/25/1998
                ",sold,23.0,15.0
Faneuses,26000,20000,30000,Signed Initials,1890,Watercolor / Paper,101,Sotheby's New York,"05/14/1998
                ",sold,20.32,15.24
Scene de marche a Pontoise ou a Gisors,50000,60000,80000,Signed,1890,Watercolor and gouache / Paper,103,Sotheby's New York,"05/14/1998
                ",sold,22.86,27.94
Fete a Osny,18500,5000,7000,Signed Initials,1882,Watercolor / Paper,3,Phillips de Pury & Co. (see Phillips),"05/12/1998
                ",sold,17.78,15.24
Le marche,9500,7000,10000,Signed Initials,nogiven,Watercolor / Paper,72,Phillips de Pury & Co. (see Phillips),"05/12/1998
                ",sold,15.24,20.32
